Metric,2023
Cavity wall Insulation,467237.55
Internal/Solid wall insulation,2153647.6
Floor insulation,2048012.85
"Loft, Roof & Ceiling Insulation",1129453.65
Lighting (switch to LEDs),62408.45
Heat pump installation,5395000
Solar PV installation,4810000
